100	15151.161
100.48309	15188.005
100.96619	15261.233
101.44927	15279.538
101.93237	15285.306
102.41546	15368.997
102.89855	15385.068
103.38165	15399.348
103.86473	15399.747
104.34782	15439.079
104.83092	15470.839
105.31401	15489.104
105.7971	15583.037
106.28019	15532.612
106.76328	15456.563
107.24638	15601.136
107.72947	15573.493
108.21256	15633.181
108.69566	15669.366
109.17874	15638.49
109.66183	15626.16
110.14493	15661.886
110.62802	15698.999
111.11111	15709.213
111.5942	15725.065
112.07729	15771.849
112.56039	15802.756
113.04348	15800.131
113.52657	15917.539
114.00966	15812.833
114.49275	15912.438
114.97585	15785.021
115.45894	15817.304
115.94203	15944.433
116.42512	15959.354
116.90821	15930.76
117.3913	15921.402
117.8744	15980.781
118.35749	16101.7
118.84058	16000.788
119.32367	15958.151
119.80676	16108.638
120.28986	16020.643
120.77295	16095.12
121.25603	16124.716
121.73913	16097.117
122.22222	16099.263
122.70531	16130.361
123.18841	16071.64
123.6715	16030.277
124.15459	16060.237
124.63768	16085.803
125.12077	16171.285
125.60387	16092.242
126.08696	16094.72
126.57005	16128.847
127.05314	16138.8
127.53623	16014.139
128.01932	15996.261
128.50241	15994.311
128.9855	15962.925
129.4686	15977.258
129.95169	16022.406
130.43478	16011.079
130.91788	15958.027
131.40097	15931.185
131.88406	15886.449
132.36716	15906.446
132.85023	15963.747
133.33333	15937.342
133.81642	15805.686
134.29951	15854.662
134.78261	15858.019
135.2657	15865.347
135.74879	15834.475
136.23189	15800.959
136.71498	15778.537
137.19807	15794.781
137.68115	15834.122
138.16425	15793.067
138.64734	15799.947
139.13043	15780.167
139.61353	15804.651
140.09662	15813.982
140.57971	15779.559
141.06281	15807.866
141.5459	15855.714
142.02899	15798.363
142.51207	15765.64
142.99516	15867.078
143.47826	15891.922
143.96135	15812.711
144.44444	15804.657
144.92754	15754.92
145.41063	15843.986
145.89372	15836.406
146.37682	15793.402
146.85991	15794.521
147.343	15839.863
147.82608	15780.839
148.30917	15749.141
148.79227	15754.454
149.27536	15755.196
149.75845	15754.394
150.24155	15670.136
150.72464	15618.104
151.20773	15699.648
151.69083	15618.78
152.17392	15605.322
152.657	15684.609
153.14009	15575.332
153.62318	15696.107
154.10628	15593.559
154.58937	15607.043
155.07246	15562.391
155.55556	15589.825
156.03865	15590.541
156.52174	15539.511
157.00484	15516.749
157.48793	15495.66
157.97101	15455.062
158.4541	15493.215
158.93719	15508.908
159.42029	15493.179
159.90338	15382.242
160.38647	15332.003
160.86957	15351.594
161.35266	15300.684
161.83575	15322.866
162.31885	15330.729
162.80193	15349.6
163.28502	15307.802
163.76811	15280.907
164.25121	15270.891
164.7343	15208.179
165.21739	15201.842
165.70049	15246.403
166.18358	15179.246
166.66667	15155.524
167.14977	15037.817
167.63284	15104.957
168.11594	15131.003
168.59903	15111.548
169.08212	15019.855
169.56522	14983.991
170.04831	15023.83
170.5314	15036.497
171.0145	15020.27
171.49759	14954.521
171.98068	14875.522
172.46378	14924.231
172.94685	14830.838
173.42995	14744.996
173.91304	14860.803
174.39613	14793.913
174.87923	14824.83
175.36232	14786.896
175.84541	14757.751
176.32851	14703.214
176.8116	14670.101
177.29469	14607.107
177.77777	14619.659
178.26086	14629.349
178.74396	14527.271
179.22705	14502.778
179.71014	14580.597
180.19324	14498.654
180.67633	14407.126
181.15942	14395.396
181.64252	14311.797
182.12561	14397.934
182.60869	14346.179
183.09178	14275.989
183.57487	14236.185
184.05797	14274.839
184.54106	14226.312
185.02415	14128.282
185.50725	14099.086
185.99034	14075.291
186.47343	14014.616
186.95653	14013.558
187.43962	13994.511
187.9227	14036.021
188.40579	13979.567
188.88889	13978.1
189.37198	13863.971
189.85507	13826.694
190.33817	13798.804
190.82126	13725.035
191.30435	13682.888
191.78745	13687.423
192.27054	13709.697
192.75362	13669.896
193.23671	13576.917
193.7198	13533.791
194.2029	13511.329
194.68599	13434.293
195.16908	13437.556
195.65218	13447.67
196.13527	13305.613
196.61836	13310.363
197.10146	13217.234
197.58453	13256.593
198.06763	13254.944
198.55072	13213.743
199.03381	13116.019
199.51691	13078.924
200	13065.287
200.48309	13003.168
200.96619	12969.453
201.44928	12980.242
201.93237	12924.573
202.41547	12836.59
202.89854	12764.535
203.38164	12888.672
203.86473	12806.884
204.34782	12714.51
204.83092	12727.452
205.31401	12685.635
205.7971	12572.52
206.2802	12560.545
206.76329	12571.591
207.24638	12508.911
207.72946	12391.394
208.21255	12333.728
208.69565	12386.996
209.17874	12422.135
209.66183	12346.798
210.14493	12248.313
210.62802	12216.655
211.11111	12157.832
211.59421	12117.942
212.0773	12003.29
212.56038	12098.738
213.04347	12006.136
213.52657	11969.936
214.00966	11886.054
214.49275	11887.226
214.97585	11854.197
215.45894	11767.728
215.94203	11740.807
216.42513	11743.969
216.90822	11722.253
217.39131	11656.325
217.87439	11604.062
218.35748	11510.235
218.84058	11423.802
219.32367	11501.416
219.80676	11414.433
220.28986	11446.874
220.77295	11416.005
221.25604	11362.429
221.73914	11299.336
222.22223	11279.721
222.70531	11252.587
223.1884	11207.739
223.67149	11196.671
224.15459	11141.446
224.63768	11012.858
225.12077	11010.481
225.60387	11000.531
226.08696	10876.066
226.57005	10830.693
227.05315	10791.928
227.53622	10926.651
228.01932	10780.31
228.50241	10748.922
228.9855	10720.13
229.4686	10657.512
229.95169	10626.746
230.43478	10590.969
230.91788	10580.097
231.40097	10549.379
231.88406	10501.37
232.36716	10499.259
232.85023	10453.682
233.33333	10375.15
233.81642	10361.061
234.29951	10360.004
234.78261	10294.717
235.2657	10280.669
235.74879	10294.302
236.23189	10186.812
236.71498	10184.525
237.19807	10170.626
237.68115	10108.972
238.16425	10057.744
238.64734	10035.723
239.13043	10012.716
239.61353	9996.5791
240.09662	10010.278
240.57971	9992.8887
241.06281	9906.2021
241.5459	9855.0605
242.02899	9802.8965
242.51207	9831.9697
242.99516	9774.1631
243.47826	9804.04
243.96135	9777.1338
244.44444	9719.0986
244.92754	9726.1846
245.41063	9690.8447
245.89372	9669.5879
246.37682	9651.4941
246.85991	9623.4307
247.343	9530.8672
247.82608	9458.499
248.30917	9461.7676
248.79227	9474.9414
249.27536	9486.4482
249.75845	9469.6152
250.24155	9425.0186
250.72464	9369.5518
251.20773	9414.1035
251.69083	9319.6602
252.17392	9310.2588
252.657	9287.0557
253.14009	9241.3496
253.62318	9234.5205
254.10628	9201.7988
254.58937	9170.9072
255.07246	9150.6738
255.55556	9167.917
256.03864	9148.9961
256.52173	9105.0186
257.00482	9094.0205
257.48792	9070.125
257.97101	9043.2246
258.4541	9041.75
258.93719	8995.2871
259.42029	9049.4951
259.90338	9093.46
260.38647	8957.8232
260.86957	9018.4053
261.35266	9003.3525
261.83575	8947.1846
262.31885	8903.4512
262.80194	8839.4883
263.28503	8853.1162
263.76813	8859.5996
264.25122	8881.7256
264.73431	8819.0947
265.21738	8751.6055
265.70047	8771.7578
266.18356	8754.2939
266.66666	8742.8027
267.14975	8754.8408
267.63284	8741.4834
268.11594	8685.3125
268.59903	8681.8652
269.08212	8663.8887
269.56522	8644.1953
270.04831	8690.1885
270.5314	8630.7842
271.0145	8654.4941
271.49759	8667.2998
271.98068	8647.29
272.46378	8632.8145
272.94687	8628.9189
273.42996	8631.8838
273.91306	8625.8428
274.39615	8591.7461
274.87924	8590.1943
275.3623	8632.8848
275.8454	8611.7607
276.32849	8622.7061
276.81158	8559.7842
277.29468	8581.9844
277.77777	8554.8213
278.26086	8593.4375
278.74396	8514.1719
279.22705	8541.1865
279.71014	8536.8594
280.19324	8536.5615
280.67633	8493.7021
281.15942	8524.2422
281.64252	8561.542
282.12561	8581.5361
282.6087	8592.8174
283.0918	8578.3916
283.57489	8575.9336
284.05798	8584.5176
284.54108	8546.832
285.02414	8547.5674
285.50723	8589.2568
285.99033	8545.5625
286.47342	8484.4043
286.95651	8493.2266
287.43961	8631.0225
287.9227	8600.167
288.40579	8549.3584
288.88889	8606.7939
289.37198	8626.291
289.85507	8641.6025
290.33817	8686.9277
290.82126	8661.125
291.30435	8675.9648
291.78745	8715.6914
292.27054	8702.4521
292.75363	8652.207
293.23672	8658.8721
293.71982	8723.8584
294.20291	8710.8877
294.686	8730.9229
295.16907	8805.71
295.65216	8758.9307
296.13525	8801.4805
296.61835	8749.2637
297.10144	8864.4287
297.58453	8785.6738
298.06763	8800.8672
298.55072	8780.1221
299.03381	8778.6133
299.51691	8936.4893
300	8974.9746
300.48309	9001.7227
300.96619	9011.4932
301.44928	9014.1963
301.93237	9046.6855
302.41547	9077.4492
302.89856	9106.1533
303.38165	9144.4893
